All_NBA,Player,Pos,Age,Tm,G,GS,MP/G,FG,FGA,3P,3PA,2P,2PA,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,Year,MP_season,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0.0,Brian Cook\cookbr01,4,27,TOT,51,2,12.3,1.7,4.6,0.8,2.3,0.9,2.3,0.46799999999999997,0.4,0.4,0.5,1.6,2.1,0.5,0.3,0.2,0.8,1.8,4.7,2008,629,8.6,0.489,0.491,0.09,5.3,14.2,10.0,6.8,1.1,1.4,13.8,20.5,-0.4,0.7,0.4,0.028999999999999998,-2.6,-1.1,-3.7,-0.3
0.0,Daequan Cook\cookda02,2,20,MIA,59,19,24.4,3.3,8.7,1.3,4.0,2.0,4.7,0.45799999999999996,0.8,1.0,0.3,2.7,3.0,1.3,0.4,0.2,1.1,2.7,8.8,2008,1441,7.9,0.48,0.46299999999999997,0.111,1.6,13.3,7.4,9.1,0.8,0.5,10.5,19.8,-1.0,0.6,-0.4,-0.013000000000000001,-2.8,-2.3,-5.1,-1.1
0.0,Jamal Crawford\crawfja01,2,27,NYK,80,80,39.9,7.1,17.4,2.2,6.2,4.9,11.2,0.473,4.1,4.8,0.5,2.1,2.6,5.0,1.0,0.2,2.4,1.8,20.6,2008,3190,16.0,0.528,0.355,0.27399999999999997,1.3,6.3,3.7,22.0,1.3,0.4,11.0,24.6,4.6,0.4,5.0,0.076,2.5,-2.7,-0.2,1.5
0.0,Javaris Crittenton\crittja01,2,20,TOT,50,0,13.6,2.0,4.7,0.2,0.7,1.8,3.9,0.442,1.4,2.1,0.5,1.7,2.2,1.0,0.4,0.0,1.1,0.9,5.6,2008,679,11.0,0.499,0.159,0.446,4.5,13.7,9.1,11.7,1.4,0.2,16.5,21.8,-0.3,0.4,0.1,0.004,-3.6,-1.9,-5.4,-0.6
0.0,Austin Croshere\croshau01,4,32,GSW,44,0,10.4,1.4,3.1,0.5,1.4,0.9,1.7,0.526,0.7,0.7,0.8,1.6,2.4,0.7,0.2,0.1,0.5,1.4,3.9,2008,457,13.2,0.573,0.445,0.23399999999999999,7.4,17.3,12.2,9.0,0.9,1.0,12.7,16.0,0.8,0.3,1.1,0.11199999999999999,-0.1,-1.6,-1.7,0.0
0.0,Eddy Curry\curryed01,5,25,NYK,59,58,25.9,5.0,9.2,0.0,0.0,5.0,9.2,0.546,3.2,5.1,1.9,2.8,4.7,0.5,0.2,0.5,2.1,2.7,13.2,2008,1530,15.0,0.578,0.0,0.551,8.0,12.6,10.2,3.8,0.5,1.5,15.7,23.5,1.3,0.4,1.7,0.053,-1.9,-2.6,-4.5,-1.0
0.0,Samuel Dalembert\dalemsa01,5,26,PHI,82,82,33.2,4.1,8.1,0.0,0.0,4.1,8.0,0.513,2.3,3.2,3.7,6.6,10.4,0.5,0.5,2.3,1.9,3.3,10.5,2008,2724,15.6,0.556,0.002,0.39799999999999996,13.1,24.0,18.5,2.5,0.8,5.6,16.6,15.4,2.6,4.3,6.9,0.121,-2.1,2.2,0.1,1.5
0.0,Erick Dampier\dampier01,5,32,DAL,72,64,24.4,2.5,3.8,0.0,0.0,2.5,3.8,0.643,1.2,2.0,2.9,4.6,7.5,0.9,0.3,1.5,1.1,3.1,6.1,2008,1755,15.3,0.645,0.0,0.527,14.1,21.2,17.8,5.4,0.7,4.4,19.0,11.2,3.3,2.8,6.0,0.165,0.4,3.1,3.4,2.4
0.0,Antonio Daniels\daniean01,1,32,WAS,71,63,30.4,2.9,6.3,0.2,1.0,2.6,5.3,0.478,2.4,3.1,0.3,2.5,2.9,4.8,1.0,0.0,1.3,1.1,8.4,2008,2161,13.7,0.5489999999999999,0.166,0.49,1.2,10.0,5.5,24.0,1.7,0.1,14.3,13.5,3.5,1.0,4.5,0.099,0.0,-1.2,-1.2,0.4
0.0,Marquis Daniels\daniema01,2,27,IND,74,1,20.9,3.3,7.6,0.4,1.4,2.9,6.2,0.45399999999999996,1.3,1.9,0.9,2.0,2.9,1.9,1.1,0.2,1.5,1.6,8.2,2008,1546,11.6,0.48700000000000004,0.182,0.248,4.6,10.5,7.5,14.1,2.5,0.9,15.3,20.6,-0.7,1.6,0.9,0.027999999999999997,-2.7,0.2,-2.5,-0.2
0.0,Jermareo Davidson\davidje01,3,23,CHA,38,2,8.5,1.3,3.3,0.0,0.0,1.3,3.3,0.408,0.5,0.7,0.6,1.1,1.6,0.3,0.2,0.4,0.4,1.2,3.2,2008,322,9.8,0.43700000000000006,0.0,0.22399999999999998,7.5,14.7,11.1,6.9,1.1,3.5,11.0,21.9,-0.4,0.3,-0.1,-0.012,-6.0,-0.9,-7.0,-0.4
0.0,Baron Davis\davisba01,1,28,GSW,82,82,39.0,7.9,18.6,2.1,6.4,5.8,12.2,0.483,3.9,5.2,1.2,3.5,4.7,7.6,2.3,0.5,2.8,3.0,21.8,2008,3196,19.8,0.523,0.344,0.278,3.1,10.1,6.4,29.7,2.9,1.0,11.9,25.6,5.9,2.8,8.7,0.131,3.7,-0.1,3.6,4.5
0.0,Glen Davis\davisgl01,5,22,BOS,69,1,13.6,1.6,3.2,0.0,0.0,1.6,3.2,0.484,1.4,2.2,1.4,1.6,3.0,0.4,0.4,0.3,0.9,2.3,4.5,2008,940,11.3,0.545,0.0,0.679,12.8,13.5,13.2,4.6,1.7,1.7,18.5,17.4,0.6,1.9,2.5,0.128,-2.7,1.1,-1.6,0.1
0.0,Paul Davis\davispa01,4,23,LAC,22,1,8.8,1.1,3.0,0.0,0.0,1.1,3.0,0.369,0.3,0.5,1.1,1.0,2.1,0.5,0.3,0.3,0.4,1.5,2.5,2008,194,9.0,0.389,0.0,0.154,14.8,13.2,14.0,8.8,1.6,2.3,11.5,18.6,-0.2,0.2,0.0,-0.006999999999999999,-4.5,0.1,-4.4,-0.1
0.0,Ricky Davis\davisri01,3,28,MIA,82,47,36.1,5.1,11.8,1.6,4.1,3.5,7.8,0.502,1.9,2.4,0.7,3.6,4.3,3.4,1.1,0.2,2.3,2.3,13.8,2008,2963,12.0,0.534,0.34299999999999997,0.203,2.2,12.2,7.1,16.4,1.6,0.4,15.3,20.0,0.3,1.6,1.9,0.03,-0.6,-0.6,-1.2,0.6
0.0,Carlos Delfino\delfica01,2,25,TOR,82,0,23.5,3.1,7.7,1.5,3.8,1.6,3.9,0.49200000000000005,1.4,1.9,0.8,3.6,4.4,1.8,0.8,0.1,0.9,2.2,9.0,2008,1928,13.6,0.527,0.49700000000000005,0.247,4.0,18.1,11.0,11.3,1.9,0.5,9.7,19.0,1.7,2.3,4.0,0.1,0.9,0.4,1.3,1.6
0.0,Luol Deng\denglu01,3,22,CHI,63,59,33.8,6.8,14.2,0.1,0.3,6.7,13.9,0.483,3.2,4.2,2.2,4.1,6.3,2.5,0.9,0.5,1.9,1.9,17.0,2008,2128,17.0,0.528,0.025,0.29600000000000004,7.0,14.2,10.4,13.2,1.4,1.1,10.6,23.6,2.4,1.9,4.4,0.098,0.2,-0.1,0.1,1.1
0.0,Boris Diaw\diawbo01,4,25,PHO,82,19,28.1,3.8,7.9,0.2,0.5,3.6,7.4,0.48700000000000004,1.2,1.6,1.2,3.4,4.6,3.9,0.7,0.5,1.9,2.0,8.8,2008,2308,12.0,0.516,0.063,0.2,5.2,12.7,9.3,19.0,1.3,1.1,18.1,16.6,1.1,1.9,3.0,0.063,-1.3,0.9,-0.4,1.0
0.0,Yakhouba Diawara\diawaya01,2,25,DEN,54,14,10.0,1.0,2.5,0.4,1.2,0.6,1.3,0.489,0.4,0.6,0.4,0.7,1.1,0.7,0.1,0.1,0.3,1.1,2.8,2008,542,8.1,0.518,0.493,0.231,4.7,7.6,6.2,9.3,0.7,0.4,9.8,12.8,0.5,0.3,0.7,0.065,-1.3,-2.1,-3.4,-0.2
0.0,Guillermo Diaz\diazgu01,2,22,LAC,6,0,3.0,0.2,0.7,0.0,0.2,0.2,0.5,0.25,0.5,0.8,0.3,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.8,2008,18,9.9,0.40299999999999997,0.25,1.25,12.7,0.0,6.4,8.5,0.0,0.0,0.0,15.9,0.0,0.0,0.0,0.033,-1.7,-4.3,-5.9,0.0
0.0,Dan Dickau\dickada01,1,29,LAC,67,8,15.5,1.9,4.4,0.5,1.6,1.3,2.8,0.48,1.0,1.2,0.2,1.3,1.4,2.6,0.5,0.0,0.8,1.6,5.3,2008,1040,12.5,0.53,0.365,0.27699999999999997,1.4,9.4,5.4,27.9,1.6,0.2,14.2,17.2,0.9,0.6,1.5,0.071,-0.6,-2.3,-2.9,-0.2
0.0,Kaniel Dickens\dickeka01,4,29,CLE,5,0,2.4,0.2,0.6,0.0,0.0,0.2,0.6,0.33299999999999996,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.4,2008,12,6.6,0.33299999999999996,0.0,0.0,0.0,9.8,4.7,12.7,0.0,6.6,0.0,11.3,0.0,0.0,0.0,0.023,-7.6,1.0,-6.6,0.0
0.0,Travis Diener\dienetr01,1,25,IND,66,21,20.5,2.4,6.5,1.1,3.5,1.3,3.0,0.456,1.0,1.1,0.4,1.3,1.7,3.8,0.5,0.1,0.8,1.6,6.9,2008,1356,12.2,0.494,0.542,0.165,2.0,7.3,4.6,27.7,1.3,0.2,10.7,16.5,1.7,0.8,2.5,0.08800000000000001,0.2,-2.7,-2.5,-0.2
0.0,Ike Diogu\dioguik01,4,24,IND,30,1,10.2,2.1,4.5,0.0,0.0,2.1,4.5,0.478,1.3,1.6,1.3,1.6,2.8,0.3,0.2,0.1,0.7,1.4,5.6,2008,305,17.2,0.5429999999999999,0.0,0.35100000000000003,13.3,17.1,15.2,5.7,1.1,0.7,11.4,24.8,0.4,0.3,0.7,0.115,-2.1,-3.0,-5.0,-0.2
0.0,DeSagana Diop\diopde01,5,26,TOT,79,23,16.4,1.2,2.3,0.0,0.0,1.2,2.3,0.522,0.5,0.9,2.0,2.9,5.0,0.5,0.3,1.1,0.7,1.8,2.9,2008,1295,12.5,0.536,0.0,0.389,14.6,20.3,17.5,4.6,1.1,5.1,21.6,9.6,1.0,2.0,3.0,0.113,-2.2,3.3,1.1,1.0
0.0,Juan Dixon\dixonju01,1,29,TOT,53,0,12.6,2.0,4.9,0.6,1.4,1.4,3.5,0.469,0.4,0.5,0.3,1.1,1.4,1.8,0.4,0.0,1.0,1.2,5.0,2008,668,11.3,0.488,0.27899999999999997,0.10099999999999999,2.7,10.7,6.7,23.3,1.7,0.2,16.7,22.8,-0.3,0.7,0.4,0.026000000000000002,-1.8,-1.2,-3.0,-0.2
0.0,Michael Doleac\doleami01,5,30,MIN,24,8,10.7,1.2,2.6,0.0,0.0,1.2,2.6,0.444,0.0,0.1,0.7,1.4,2.0,0.3,0.4,0.4,0.5,1.8,2.4,2008,257,7.5,0.446,0.0,0.032,7.0,15.4,11.1,4.1,2.0,3.1,15.8,13.3,-0.2,0.2,0.0,0.005,-5.2,1.1,-4.1,-0.1
0.0,Keyon Dooling\doolike01,1,27,ORL,72,1,18.5,2.8,5.9,0.3,0.9,2.4,5.0,0.494,2.3,2.7,0.1,1.3,1.4,1.8,0.5,0.1,0.8,1.8,8.1,2008,1334,14.1,0.5720000000000001,0.154,0.456,0.6,7.8,4.4,16.0,1.4,0.3,10.7,19.6,2.4,1.2,3.7,0.132,-0.5,-1.3,-1.8,0.1
0.0,Quincy Douby\doubyqu01,1,23,SAC,74,0,11.8,1.8,4.5,0.6,1.6,1.2,2.9,0.457,0.6,0.7,0.2,0.9,1.1,0.7,0.4,0.2,0.8,1.1,4.8,2008,876,9.7,0.495,0.364,0.155,2.3,8.7,5.6,9.8,1.7,1.1,14.2,21.3,-0.5,0.5,0.0,0.0,-2.8,-2.6,-5.4,-0.8
0.0,Jared Dudley\dudleja01,4,22,CHA,73,14,19.0,2.2,4.8,0.1,0.6,2.1,4.2,0.48100000000000004,1.2,1.6,1.7,2.3,3.9,1.1,0.8,0.1,0.7,1.8,5.8,2008,1384,13.6,0.528,0.11800000000000001,0.33899999999999997,10.0,13.8,11.9,9.3,2.1,0.5,11.1,14.9,1.8,1.1,2.9,0.1,-0.5,0.2,-0.3,0.6
0.0,Chris Duhon\duhonch01,1,25,CHI,66,18,22.6,2.0,5.2,0.8,2.3,1.2,2.9,0.465,1.0,1.2,0.3,1.5,1.8,4.0,0.7,0.0,1.1,1.4,5.8,2008,1490,11.1,0.508,0.451,0.233,1.4,7.6,4.4,26.5,1.7,0.1,15.8,13.4,1.3,1.0,2.3,0.075,-0.9,-1.9,-2.9,-0.3
2.0,Tim Duncan\duncati01,5,31,SAS,78,78,34.0,7.5,15.1,0.0,0.1,7.5,15.1,0.49700000000000005,4.3,5.9,3.0,8.3,11.3,2.8,0.7,1.9,2.3,2.4,19.3,2008,2651,24.4,0.546,0.003,0.39299999999999996,10.7,28.3,19.6,15.7,1.1,4.3,11.4,28.2,4.9,6.2,11.1,0.201,0.7,4.1,4.7,4.5
0.0,Mike Dunleavy\dunlemi02,2,27,IND,82,82,36.0,6.5,13.6,2.0,4.7,4.5,8.9,0.55,4.1,4.9,0.7,4.5,5.2,3.5,1.0,0.4,2.3,2.5,19.1,2008,2953,17.3,0.605,0.348,0.361,2.1,13.7,7.8,16.1,1.4,0.8,12.8,21.8,5.9,2.6,8.5,0.138,2.5,-0.4,2.1,3.1
0.0,Ronald Dupree\duprero01,3,27,TOT,5,0,4.2,0.2,0.6,0.0,0.0,0.2,0.6,0.33299999999999996,0.4,0.4,0.2,1.4,1.6,0.2,0.2,0.0,0.0,0.0,0.8,2008,21,15.0,0.515,0.0,0.667,5.2,36.2,20.8,6.5,2.4,0.0,0.0,8.0,0.0,0.0,0.1,0.159,-4.0,1.9,-2.1,0.0
0.0,Kevin Durant\duranke01,2,19,SEA,80,80,34.6,7.3,17.1,0.7,2.6,6.6,14.5,0.451,4.9,5.6,0.9,3.5,4.4,2.4,1.0,0.9,2.9,1.5,20.3,2008,2768,15.8,0.519,0.15,0.32799999999999996,2.8,10.9,6.9,12.0,1.4,1.9,12.9,28.1,0.4,1.9,2.3,0.04,-0.6,-0.7,-1.4,0.4
0.0,Monta Ellis\ellismo01,2,22,GSW,81,72,37.9,8.0,15.1,0.1,0.6,7.9,14.5,0.536,4.0,5.1,1.6,3.3,5.0,3.9,1.5,0.3,2.1,2.4,20.2,2008,3071,19.0,0.58,0.042,0.34,4.5,9.8,7.0,15.8,2.0,0.6,10.9,21.7,7.1,1.8,9.0,0.14,2.1,-0.4,1.7,2.9
0.0,Francisco Elson\elsonfr01,5,31,TOT,63,5,12.9,1.5,3.7,0.0,0.0,1.5,3.7,0.39,0.4,0.6,0.8,2.4,3.2,0.4,0.2,0.3,0.7,1.5,3.3,2008,813,6.9,0.41600000000000004,0.004,0.157,7.1,21.0,14.2,4.6,1.0,1.8,15.7,17.0,-1.3,1.2,0.0,-0.001,-7.2,0.7,-6.5,-0.9
0.0,Melvin Ely\elyme01,5,29,NOH,52,1,11.9,1.6,3.5,0.0,0.0,1.6,3.5,0.47200000000000003,0.6,1.1,0.5,2.3,2.8,0.4,0.1,0.3,0.8,1.5,3.9,2008,621,9.0,0.491,0.0,0.322,5.1,22.6,13.6,5.4,0.6,2.3,17.0,18.5,-0.5,0.8,0.3,0.022000000000000002,-6.2,0.1,-6.0,-0.6
0.0,Maurice Evans\evansma01,2,29,TOT,75,47,22.9,3.5,7.3,1.1,2.8,2.4,4.5,0.555,0.8,1.1,1.2,1.7,2.9,1.1,0.6,0.1,0.5,1.9,8.9,2008,1720,13.9,0.5710000000000001,0.38299999999999995,0.152,6.4,8.1,7.3,7.5,1.4,0.4,6.4,16.5,3.2,1.6,4.9,0.135,1.8,-0.6,1.3,1.4
0.0,Reggie Evans\evansre01,4,27,PHI,81,61,23.2,1.9,4.3,0.0,0.0,1.9,4.3,0.441,1.5,3.2,2.8,4.8,7.5,0.8,1.1,0.1,1.3,2.6,5.2,2008,1879,11.0,0.46299999999999997,0.003,0.743,14.0,24.7,19.3,5.0,2.4,0.3,19.0,13.6,-0.3,3.0,2.7,0.068,-2.9,1.4,-1.5,0.2
0.0,Jordan Farmar\farmajo01,1,21,LAL,82,0,20.6,3.5,7.7,1.4,3.7,2.2,4.0,0.552,0.6,1.0,0.5,1.8,2.2,2.7,0.9,0.1,1.3,1.3,9.1,2008,1690,15.4,0.563,0.48700000000000004,0.124,2.7,9.1,6.0,20.5,2.3,0.2,14.0,20.2,2.1,1.8,3.9,0.111,1.9,-1.2,0.7,1.2
0.0,Nick Fazekas\fazekni01,4,22,TOT,26,0,10.3,1.8,3.2,0.0,0.1,1.8,3.1,0.561,0.6,0.8,1.3,2.1,3.4,0.4,0.3,0.4,0.5,1.0,4.1,2008,269,19.6,0.584,0.024,0.268,14.5,23.7,19.1,7.5,1.6,3.1,12.4,18.0,0.5,0.4,0.8,0.14800000000000002,-0.8,0.6,-0.1,0.1
0.0,Raymond Felton\feltora01,1,23,CHA,79,79,37.6,5.2,12.6,0.7,2.5,4.5,10.1,0.441,3.3,4.1,0.5,2.5,3.0,7.4,1.2,0.2,2.7,2.3,14.4,2008,2972,13.8,0.5,0.201,0.326,1.4,7.7,4.6,32.4,1.7,0.3,15.7,20.8,2.0,1.4,3.4,0.054000000000000006,-0.2,-1.9,-2.1,-0.1
0.0,Kyrylo Fesenko\fesenky01,5,21,UTA,9,0,7.8,0.7,1.8,0.0,0.0,0.7,1.8,0.375,0.2,0.4,1.6,1.2,2.8,0.2,0.0,0.3,0.9,2.1,1.6,2008,70,4.0,0.39399999999999996,0.0,0.25,24.6,19.0,21.8,3.8,0.0,3.5,31.1,16.5,-0.1,0.1,0.0,-0.031,-5.3,-0.7,-6.0,-0.1
0.0,Michael Finley\finlemi01,2,34,SAS,82,61,26.9,3.8,9.3,1.6,4.4,2.2,4.9,0.501,0.8,1.0,0.3,2.8,3.1,1.4,0.4,0.1,0.7,1.1,10.1,2008,2204,11.4,0.519,0.469,0.105,1.5,12.0,6.8,8.6,0.7,0.3,6.6,18.5,1.3,2.9,4.2,0.091,-0.6,-0.4,-1.0,0.5
0.0,Derek Fisher\fishede01,1,33,LAL,82,82,27.4,4.1,9.5,1.4,3.4,2.8,6.1,0.508,2.0,2.3,0.3,1.8,2.1,2.9,1.0,0.0,1.1,2.3,11.7,2008,2249,13.8,0.556,0.355,0.242,1.2,6.9,4.2,15.9,1.9,0.1,9.5,18.6,3.7,2.0,5.7,0.121,1.1,-1.5,-0.3,1.0
0.0,T.J. Ford\fordtj01,1,24,TOR,51,26,23.5,4.8,10.3,0.3,1.0,4.5,9.3,0.484,2.2,2.5,0.5,1.5,2.0,6.1,1.1,0.0,2.0,1.8,12.1,2008,1199,20.3,0.5329999999999999,0.09699999999999999,0.239,2.3,7.7,4.9,44.4,2.4,0.0,15.0,26.8,2.1,1.1,3.3,0.13,2.7,-1.7,0.9,0.9
0.0,Jeff Foster\fosteje01,5,31,IND,77,52,24.5,2.7,4.8,0.0,0.0,2.7,4.8,0.55,1.1,1.9,3.4,5.2,8.7,1.7,0.7,0.4,0.8,2.9,6.4,2008,1884,15.7,0.568,0.008,0.389,14.9,23.8,19.3,10.1,1.5,1.3,12.4,11.5,4.0,2.4,6.5,0.165,0.3,2.2,2.5,2.1
0.0,Randy Foye\foyera01,1,24,MIN,39,31,32.3,5.1,11.8,1.6,3.8,3.5,8.1,0.495,1.4,1.7,0.3,2.9,3.3,4.2,0.9,0.1,2.0,2.6,13.1,2008,1259,12.7,0.52,0.32,0.141,1.2,10.9,5.9,20.9,1.5,0.2,13.9,20.4,0.7,0.4,1.1,0.042,0.2,-1.7,-1.4,0.2
0.0,Adonal Foyle\foylead01,5,32,ORL,82,0,9.4,0.9,1.9,0.0,0.0,0.9,1.9,0.45799999999999996,0.2,0.4,0.9,1.7,2.5,0.2,0.2,0.5,0.4,1.1,1.9,2008,774,9.9,0.46399999999999997,0.0,0.222,11.0,19.6,15.5,3.4,1.1,4.2,16.0,11.8,0.0,1.3,1.3,0.08,-4.4,2.4,-2.0,0.0
0.0,Richie Frahm\frahmri01,2,30,LAC,10,2,16.3,2.0,5.4,0.7,2.5,1.3,2.9,0.435,0.0,0.2,0.4,1.0,1.4,0.8,0.2,0.0,0.6,0.7,4.7,2008,163,5.5,0.428,0.46299999999999997,0.037000000000000005,2.8,7.1,5.0,8.3,0.6,0.0,9.9,17.2,-0.2,0.0,-0.2,-0.054000000000000006,-4.0,-3.1,-7.1,-0.2
0.0,Steve Francis\francst01,1,30,HOU,10,3,19.9,1.9,5.7,0.4,1.7,1.5,4.0,0.368,1.3,2.3,0.8,1.5,2.3,3.0,0.9,0.5,1.4,2.5,5.5,2008,199,9.1,0.41,0.298,0.40399999999999997,4.6,8.4,6.5,22.7,2.4,1.8,17.3,18.6,-0.2,0.3,0.2,0.039,-3.5,1.5,-2.0,0.0
0.0,Channing Frye\fryech01,5,24,POR,78,20,17.2,2.8,5.8,0.0,0.1,2.8,5.7,0.491,1.1,1.4,1.4,3.2,4.5,0.7,0.4,0.3,0.7,2.7,6.8,2008,1342,14.8,0.529,0.022000000000000002,0.24100000000000002,9.4,21.6,15.5,7.4,1.2,1.6,9.9,19.6,1.6,1.6,3.2,0.114,-1.6,0.2,-1.4,0.2
0.0,Dan Gadzuric\gadzuda01,5,29,MIL,51,4,10.5,1.3,3.0,0.0,0.0,1.3,3.0,0.41600000000000004,0.6,1.2,1.3,1.5,2.8,0.2,0.4,0.5,0.7,1.6,3.2,2008,534,10.7,0.44299999999999995,0.006,0.409,14.2,17.7,15.9,3.2,2.0,3.5,15.8,18.2,-0.4,0.4,0.1,0.006,-4.9,-0.7,-5.6,-0.5
0.0,Jorge Garbajosa\garbajo01,4,30,TOR,7,0,10.6,1.1,3.6,0.9,2.3,0.3,1.3,0.44,0.0,0.0,0.3,1.9,2.1,0.4,0.4,0.0,0.1,0.3,3.1,2008,74,10.4,0.44,0.64,0.0,3.2,20.9,12.0,5.9,2.2,0.0,3.8,16.6,0.0,0.1,0.1,0.047,-1.9,-0.8,-2.7,0.0
0.0,Francisco Garcia\garcifr01,3,26,SAC,79,20,26.5,4.4,9.5,1.4,3.7,3.0,5.9,0.5379999999999999,2.1,2.6,0.7,2.7,3.3,1.6,1.2,0.6,1.6,2.9,12.3,2008,2096,15.1,0.5760000000000001,0.384,0.27699999999999997,3.0,11.7,7.4,10.2,2.3,1.8,13.2,20.7,2.4,1.8,4.2,0.09699999999999999,1.1,-0.5,0.6,1.4
0.0,Thomas Gardner\gardnth01,2,22,CHI,4,0,11.3,2.3,5.8,0.8,3.0,1.5,2.8,0.457,0.0,0.5,0.8,0.3,1.0,0.3,0.0,0.0,1.0,1.0,5.3,2008,45,4.4,0.44,0.522,0.087,7.3,2.6,5.0,4.0,0.0,0.0,14.3,27.4,-0.1,0.0,-0.1,-0.128,-4.1,-6.6,-10.7,-0.1
1.0,Kevin Garnett\garneke01,4,31,BOS,71,71,32.8,7.5,13.9,0.0,0.2,7.5,13.8,0.539,3.8,4.7,1.9,7.3,9.2,3.4,1.4,1.3,1.9,2.3,18.8,2008,2328,25.3,0.588,0.011000000000000001,0.33899999999999997,7.3,25.1,16.8,19.9,2.3,3.1,10.8,25.5,6.6,6.2,12.9,0.265,2.7,4.7,7.4,5.5
0.0,Pat Garrity\garripa01,4,31,ORL,31,0,9.2,0.9,2.6,0.3,1.2,0.6,1.4,0.38799999999999996,0.1,0.2,0.3,1.1,1.4,0.4,0.2,0.0,0.5,1.1,2.1,2008,284,3.2,0.401,0.46299999999999997,0.063,3.8,13.6,8.9,6.8,1.1,0.3,17.1,16.0,-0.5,0.3,-0.2,-0.038,-5.4,-0.6,-6.0,-0.3
0.0,Pau Gasol\gasolpa01,5,27,TOT,66,66,35.6,7.2,13.5,0.1,0.2,7.1,13.2,0.536,4.4,5.5,2.3,6.0,8.4,3.2,0.5,1.5,1.9,2.1,18.9,2008,2351,21.6,0.594,0.018000000000000002,0.40700000000000003,7.4,18.7,13.1,15.2,0.6,3.0,10.6,22.1,6.4,2.1,8.4,0.172,2.0,0.9,2.9,2.9
0.0,Rudy Gay\gayru01,3,21,MEM,81,81,37.0,7.7,16.7,1.7,4.8,6.1,12.0,0.511,3.1,3.9,1.7,4.4,6.2,2.0,1.4,1.0,2.3,2.8,20.1,2008,3000,17.4,0.546,0.28600000000000003,0.233,5.2,13.5,9.3,9.3,1.9,1.9,11.3,25.0,2.9,2.1,5.0,0.08,1.3,-0.5,0.8,2.1
0.0,Mickael Gelabale\gelabmi01,2,24,SEA,39,0,11.9,1.8,4.0,0.4,0.9,1.4,3.1,0.49,0.4,0.5,0.4,1.1,1.5,0.8,0.3,0.2,0.7,0.8,4.3,2008,465,10.5,0.509,0.23600000000000002,0.115,3.8,9.8,6.8,11.1,1.1,1.4,14.1,17.9,0.0,0.2,0.2,0.021,-2.6,-1.0,-3.6,-0.2
0.0,Devean George\georgde01,3,30,DAL,53,4,15.5,1.4,3.9,0.4,1.3,1.0,2.6,0.41100000000000003,0.5,0.6,0.5,2.1,2.6,0.7,0.4,0.2,0.5,1.7,3.7,2008,821,7.0,0.43700000000000006,0.32899999999999996,0.16399999999999998,4.1,14.9,9.6,6.3,1.2,1.2,9.8,14.0,-0.3,1.0,0.7,0.039,-3.2,0.3,-2.9,-0.2
0.0,Daniel Gibson\gibsoda01,1,21,CLE,58,26,30.4,3.5,8.0,2.0,4.6,1.4,3.4,0.5589999999999999,1.5,1.8,0.5,1.8,2.3,2.5,0.8,0.2,1.3,2.8,10.4,2008,1765,11.7,0.5920000000000001,0.5760000000000001,0.226,1.9,6.9,4.3,13.1,1.4,0.6,12.9,15.1,2.7,1.4,4.1,0.111,1.0,-1.1,0.0,0.9
0.0,Eddie Gill\gilled01,1,29,TOT,14,1,11.0,0.9,2.2,0.4,1.1,0.5,1.1,0.46799999999999997,0.6,0.6,0.1,1.5,1.6,1.6,0.5,0.1,0.6,1.3,2.7,2008,154,10.9,0.5429999999999999,0.484,0.29,0.8,15.8,8.3,22.1,2.4,1.0,20.5,13.0,0.1,0.2,0.2,0.077,-2.5,0.0,-2.6,0.0
3.0,Manu Ginobili\ginobma01,2,30,SAS,74,23,31.1,6.1,13.3,2.1,5.3,4.0,8.0,0.54,5.1,6.0,0.9,3.9,4.8,4.5,1.5,0.4,2.7,2.3,19.5,2008,2299,24.3,0.612,0.395,0.449,3.3,14.7,9.1,26.4,2.6,1.1,14.5,28.7,6.6,4.5,11.1,0.23199999999999998,6.1,1.9,8.1,5.9
0.0,Gordan Giricek\giricgo01,2,30,TOT,56,0,14.8,2.4,5.4,0.6,1.8,1.7,3.6,0.5,0.4,0.5,0.3,1.4,1.7,1.1,0.4,0.1,0.9,1.5,5.8,2008,831,9.8,0.518,0.32799999999999996,0.086,2.4,10.8,6.7,11.0,1.5,0.4,14.2,19.7,-0.1,0.6,0.5,0.028999999999999998,-1.9,-1.6,-3.5,-0.3
0.0,Ryan Gomes\gomesry01,4,25,MIN,82,74,29.7,4.8,10.5,0.7,2.2,4.1,8.3,0.49200000000000005,2.3,2.8,1.6,4.2,5.8,1.8,0.8,0.1,1.2,1.9,12.6,2008,2434,15.7,0.539,0.209,0.267,6.1,16.8,11.3,9.6,1.4,0.3,9.1,19.5,3.6,1.2,4.8,0.096,0.7,-1.0,-0.3,1.1
