All_NBA,Player,Pos,Age,Tm,G,GS,MP/G,FG,FGA,3P,3PA,2P,2PA,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,Year,MP_season,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0.0,Zydrunas Ilgauskas\ilgauzy01,5,23,CLE,5,5,34.2,5.8,11.4,0.0,0.0,5.8,11.4,0.509,3.6,6.0,3.4,5.4,8.8,0.8,0.8,1.4,1.8,4.8,15.2,1999,171,17.5,0.541,0.0,0.526,12.8,20.0,16.4,4.9,1.3,3.3,11.4,22.6,0.3,0.2,0.5,0.134,-0.7,-0.6,-1.3,0.0
1.0,Allen Iverson*\iversal01,2,23,PHI,48,48,41.5,9.1,22.0,1.2,4.1,7.9,17.9,0.439,7.4,9.9,1.4,3.5,4.9,4.6,2.3,0.1,3.5,2.0,26.8,1999,1990,22.2,0.508,0.188,0.449,3.8,10.1,6.9,24.2,3.0,0.3,11.7,32.6,4.3,2.9,7.2,0.17300000000000001,4.9,-0.3,4.6,3.3
0.0,Bobby Jackson\jacksbo01,1,25,MIN,50,12,18.8,2.8,7.0,0.2,0.5,2.6,6.4,0.42,1.2,1.6,0.9,1.8,2.7,3.3,0.8,0.1,1.5,1.5,7.1,1999,941,14.4,0.461,0.078,0.22699999999999998,4.7,11.9,8.0,28.9,2.2,0.2,16.4,21.4,0.3,0.9,1.2,0.062,-1.0,-0.7,-1.7,0.1
0.0,Jaren Jackson\jacksja01,2,31,SAS,47,13,18.3,2.3,6.0,1.1,3.1,1.2,2.9,0.474,0.7,0.8,0.4,1.7,2.1,1.0,0.9,0.2,0.8,1.3,6.4,1999,861,12.5,0.5,0.518,0.13699999999999998,2.9,9.6,6.5,9.6,2.6,0.7,10.9,18.3,0.6,1.5,2.1,0.11900000000000001,0.4,0.8,1.2,0.7
0.0,Jim Jackson\jacksji01,2,28,POR,49,9,24.0,3.1,7.6,0.5,1.8,2.6,5.7,0.445,1.7,2.1,0.7,2.5,3.2,2.6,0.9,0.1,1.7,1.6,8.4,1999,1175,13.1,0.499,0.243,0.273,3.7,11.7,7.8,18.5,2.0,0.4,16.5,19.3,0.9,1.6,2.5,0.10099999999999999,-0.5,0.6,0.1,0.6
0.0,Mark Jackson\jacksma01,1,33,IND,49,49,28.2,2.8,6.7,0.7,2.1,2.2,4.6,0.46799999999999997,1.3,1.6,0.7,3.1,3.8,7.9,0.9,0.1,2.0,1.2,7.6,1999,1382,17.9,0.513,0.313,0.24,2.9,12.7,7.9,45.4,1.7,0.2,21.4,16.0,3.0,0.9,3.8,0.134,2.8,-1.3,1.5,1.2
0.0,Randell Jackson\jacksra02,4,23,WAS,27,8,10.0,1.7,4.0,0.0,0.3,1.7,3.7,0.431,0.8,1.2,1.1,0.9,2.0,0.3,0.1,0.4,1.0,1.1,4.2,1999,271,11.6,0.467,0.065,0.29600000000000004,12.6,10.6,11.6,5.2,0.6,3.1,17.6,25.2,-0.2,0.1,-0.1,-0.013999999999999999,-4.0,-2.3,-6.4,-0.3
0.0,Sam Jacobson\jacobsa01,1,23,LAL,2,0,6.0,1.5,2.5,0.0,0.5,1.5,2.0,0.6,1.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.5,1.0,4.0,1999,12,20.6,0.68,0.2,0.4,0.0,28.6,14.6,0.0,0.0,0.0,14.5,25.8,0.0,0.0,0.0,0.185,-2.8,-8.9,-11.7,0.0
0.0,Jerome James\jamesje01,5,23,SAC,16,0,2.6,0.6,1.5,0.0,0.0,0.6,1.5,0.375,0.4,0.8,0.4,0.7,1.1,0.1,0.1,0.4,0.6,0.7,1.5,1999,42,11.5,0.41,0.0,0.5,15.1,27.5,21.3,4.2,2.4,9.1,23.5,38.9,-0.2,0.1,-0.1,-0.13699999999999998,-12.5,0.3,-12.2,-0.1
0.0,Antawn Jamison\jamisan01,3,22,GSW,47,24,22.5,3.8,8.4,0.1,0.2,3.7,8.2,0.456,1.9,3.3,2.8,3.6,6.4,0.7,0.8,0.3,1.4,2.2,9.6,1999,1058,16.6,0.48700000000000004,0.025,0.38799999999999996,12.9,17.6,15.2,5.9,1.9,1.1,12.8,22.2,0.9,1.4,2.3,0.105,-1.1,0.0,-1.1,0.2
0.0,Anthony Johnson\johnsan02,1,24,ATL,49,2,18.1,1.9,4.6,0.1,0.4,1.8,4.2,0.41600000000000004,1.2,1.7,0.3,1.2,1.5,2.2,0.7,0.1,1.3,1.4,5.0,1999,885,10.6,0.467,0.084,0.364,2.1,7.7,5.0,22.6,2.2,0.6,19.9,17.3,-0.1,1.2,1.1,0.061,-2.6,0.4,-2.1,0.0
0.0,Avery Johnson\johnsav01,1,33,SAS,50,50,33.4,4.4,9.2,0.0,0.2,4.3,9.0,0.474,1.0,1.8,0.4,1.9,2.4,7.4,1.0,0.2,2.2,2.0,9.7,1999,1672,14.0,0.48700000000000004,0.026000000000000002,0.191,1.6,6.1,4.0,37.4,1.7,0.5,18.3,17.0,1.7,2.2,3.9,0.111,-0.5,-0.8,-1.4,0.3
0.0,Eddie Johnson\johnsed03,3,39,HOU,3,0,6.0,2.0,4.3,0.0,0.3,2.0,4.0,0.462,0.0,0.0,0.0,0.7,0.7,0.3,0.0,0.0,0.7,1.0,4.0,1999,18,10.2,0.462,0.077,0.0,0.0,12.2,6.5,14.1,0.0,0.0,13.3,39.2,-0.1,0.0,-0.1,-0.134,-6.8,-6.9,-13.7,-0.1
0.0,Ervin Johnson\johnser02,5,31,MIL,50,7,20.5,1.9,3.8,0.0,0.0,1.9,3.8,0.508,1.3,2.1,2.4,4.0,6.4,0.4,0.6,1.1,0.9,3.0,5.1,1999,1027,14.5,0.544,0.0,0.556,14.3,23.2,18.8,2.9,1.6,4.6,16.7,13.1,1.4,1.6,3.0,0.14,-1.1,1.8,0.7,0.7
0.0,Larry Johnson\johnsla02,4,29,NYK,49,48,33.4,4.3,9.3,0.7,1.9,3.6,7.5,0.495,2.7,3.3,1.9,3.9,5.8,2.4,0.7,0.2,1.8,3.0,12.0,1999,1639,14.6,0.5539999999999999,0.201,0.358,6.8,13.4,10.2,13.5,1.1,0.5,14.4,18.1,2.8,2.1,4.9,0.14400000000000002,1.5,1.0,2.5,1.9
0.0,Charles Jones\jonesch03,2,23,CHI,29,5,16.4,1.3,4.2,0.7,2.1,0.7,2.1,0.39399999999999996,0.4,0.8,0.3,1.1,1.4,1.4,0.6,0.2,1.0,1.0,3.7,1999,476,6.5,0.40700000000000003,0.496,0.179,2.1,8.6,5.2,15.5,2.1,0.8,17.9,16.0,-0.7,0.3,-0.4,-0.037000000000000005,-4.5,-1.1,-5.6,-0.4
0.0,Damon Jones\jonesda01,1,22,TOT,24,0,14.3,1.8,5.0,1.0,2.6,0.8,2.4,0.466,0.6,0.7,0.3,1.6,1.8,1.8,0.5,0.0,0.7,1.0,5.2,1999,344,13.7,0.494,0.521,0.14300000000000002,1.9,12.8,7.2,20.1,2.0,0.0,11.8,18.5,0.4,0.3,0.7,0.095,0.5,-2.2,-1.7,0.0
0.0,Eddie Jones\jonesed02,3,27,TOT,50,50,37.6,5.2,11.9,1.0,2.8,4.2,9.1,0.47700000000000004,4.2,5.4,1.0,2.9,3.9,3.7,2.5,1.2,1.9,2.6,15.6,1999,1881,18.5,0.546,0.239,0.455,3.2,8.7,6.1,17.3,3.5,2.2,11.5,20.0,3.8,2.2,6.0,0.153,2.8,1.7,4.4,3.0
0.0,Popeye Jones\jonespo01,4,28,BOS,18,2,11.4,1.1,2.8,0.0,0.1,1.1,2.8,0.392,0.8,0.9,1.6,1.3,2.9,0.8,0.3,0.0,0.4,1.7,3.0,1999,206,12.4,0.462,0.02,0.33299999999999996,14.9,13.5,14.2,11.2,1.3,0.0,10.7,14.2,0.3,0.1,0.5,0.113,-0.4,-1.1,-1.5,0.0
0.0,Adonis Jordan\jordaad01,1,28,MIL,4,0,4.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.8,0.8,0.0,0.5,0.0,1.5,1999,18,18.9,0.521,0.5,1.0,0.0,0.0,0.0,27.0,9.2,0.0,25.8,20.6,0.0,0.0,0.0,0.081,-1.2,-1.9,-3.1,0.0
0.0,Reggie Jordan\jordare01,2,31,MIN,27,1,11.0,0.6,2.0,0.0,0.0,0.6,2.0,0.278,0.8,1.4,1.0,1.2,2.2,1.5,0.4,0.2,0.5,1.4,1.9,1999,296,9.8,0.361,0.0,0.7040000000000001,9.5,13.1,11.1,19.4,2.1,1.3,16.5,12.6,0.0,0.3,0.3,0.049,-3.3,1.4,-1.9,0.0
0.0,Adam Keefe\keefead01,4,28,UTA,44,0,14.6,1.3,2.8,0.0,0.1,1.3,2.7,0.452,1.4,2.0,1.2,2.1,3.2,0.6,0.4,0.3,0.8,1.4,4.0,1999,642,12.2,0.5329999999999999,0.032,0.718,10.5,16.1,13.5,7.2,1.4,1.4,16.8,14.6,0.8,0.9,1.7,0.126,-1.5,1.0,-0.4,0.2
0.0,Shawn Kemp\kempsh01,4,29,CLE,42,42,35.1,6.6,13.7,0.0,0.0,6.6,13.6,0.483,7.3,9.3,3.1,6.1,9.2,2.4,1.1,1.1,3.0,3.8,20.5,1999,1475,23.6,0.578,0.003,0.677,11.4,22.0,16.8,14.9,1.8,2.5,14.5,28.9,4.2,2.1,6.3,0.205,3.4,1.3,4.7,2.5
0.0,Jonathan Kerner\kernejo01,5,24,ORL,1,0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1999,5,-15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,-0.177,-12.2,-2.0,-14.2,0.0
0.0,Steve Kerr\kerrst01,1,33,SAS,44,0,16.7,1.5,4.0,0.6,1.8,1.0,2.1,0.46299999999999997,0.7,0.8,0.1,0.9,1.0,1.1,0.5,0.1,0.5,0.6,4.4,1999,734,9.9,0.507,0.46,0.201,1.0,5.5,3.4,10.6,1.7,0.3,10.4,13.4,0.7,0.9,1.6,0.10300000000000001,-0.9,-0.1,-0.9,0.2
0.0,Jerome Kersey\kerseje01,3,36,SAS,45,0,15.5,1.5,4.4,0.1,0.3,1.4,4.1,0.348,0.1,0.3,0.9,2.0,2.9,0.9,0.8,0.3,0.7,2.0,3.2,1999,699,7.4,0.35200000000000004,0.07,0.07,7.2,13.3,10.4,9.4,2.9,1.4,12.7,15.7,-0.9,1.5,0.6,0.04,-4.3,3.0,-1.3,0.1
1.0,Jason Kidd*\kiddja01,1,25,PHO,50,50,41.2,6.2,14.0,0.9,2.5,5.3,11.5,0.47600000000000003,3.6,4.8,1.7,5.0,6.8,10.8,2.3,0.4,3.0,2.2,16.9,1999,2060,22.5,0.527,0.17600000000000002,0.342,4.8,14.5,9.6,44.0,3.0,0.7,15.7,21.4,5.8,2.3,8.1,0.188,4.7,1.1,5.8,4.1
0.0,Chris King\kingch01,3,29,UTA,8,0,5.3,0.3,0.9,0.0,0.0,0.3,0.9,0.28600000000000003,0.0,0.5,0.1,1.3,1.4,0.1,0.3,0.1,0.5,1.0,0.5,1999,42,-1.9,0.228,0.0,0.5710000000000001,3.1,27.1,16.0,3.7,2.6,1.8,31.3,14.5,-0.2,0.1,-0.1,-0.129,-12.1,2.7,-9.5,-0.1
0.0,Gerard King\kingge02,3,26,SAS,19,0,3.3,0.3,0.7,0.0,0.0,0.3,0.7,0.429,0.6,0.9,0.3,0.4,0.7,0.2,0.1,0.1,0.2,0.6,1.2,1999,63,13.6,0.525,0.0,1.286,11.4,13.5,12.5,10.2,1.7,1.1,15.4,19.1,0.1,0.1,0.2,0.166,-1.2,0.6,-0.7,0.0
0.0,Kerry Kittles\kittlke01,2,24,NJN,46,40,34.1,4.9,13.3,1.1,3.4,3.8,9.9,0.41100000000000003,1.9,2.5,1.1,3.0,4.2,2.5,1.7,0.6,1.4,1.8,12.9,1999,1570,13.5,0.446,0.258,0.18600000000000003,3.5,10.4,6.7,13.3,2.6,1.2,9.1,20.5,0.6,1.2,1.8,0.054000000000000006,-0.3,0.0,-0.3,0.7
0.0,Joe Kleine\kleinjo01,5,37,PHO,31,5,12.1,1.0,2.4,0.0,0.1,1.0,2.3,0.405,0.3,0.4,0.9,1.3,2.2,0.4,0.3,0.0,0.3,1.5,2.2,1999,374,6.6,0.429,0.027000000000000003,0.162,8.3,12.7,10.4,4.8,1.1,0.2,11.2,11.0,0.1,0.2,0.3,0.037000000000000005,-3.8,-1.1,-4.9,-0.3
0.0,Brevin Knight\knighbr01,1,23,CLE,39,38,30.4,3.4,8.1,0.0,0.1,3.4,7.9,0.425,2.7,3.6,0.4,2.9,3.4,7.7,1.8,0.2,2.7,2.9,9.6,1999,1186,16.6,0.495,0.016,0.44799999999999995,1.7,12.3,7.0,47.6,3.3,0.5,21.8,19.8,1.0,1.5,2.5,0.1,0.2,-0.1,0.1,0.6
0.0,Negele Knight\knighne01,1,31,TOR,6,0,9.3,0.5,1.3,0.0,0.2,0.5,1.2,0.375,0.3,0.7,0.2,0.8,1.0,1.3,0.2,0.0,1.2,0.8,1.3,1999,56,2.4,0.41,0.125,0.5,2.0,10.5,6.2,22.5,1.0,0.0,41.8,13.6,-0.1,0.0,-0.1,-0.11199999999999999,-7.7,-2.9,-10.6,-0.1
0.0,Travis Knight\knightr01,5,24,LAL,37,23,14.2,1.8,3.5,0.0,0.0,1.8,3.5,0.515,0.6,0.8,0.9,2.5,3.5,0.8,0.6,0.7,0.9,2.9,4.2,1999,525,12.8,0.546,0.008,0.223,7.7,20.5,14.2,9.3,2.1,3.7,19.7,15.3,0.4,0.7,1.1,0.102,-1.7,2.3,0.5,0.3
0.0,Toni Kukoc\kukocto01,3,30,CHI,44,44,37.6,7.2,17.0,0.9,3.1,6.3,13.9,0.446,3.6,4.9,1.5,5.6,7.0,5.3,1.1,0.3,2.8,1.9,18.8,1999,1654,18.6,0.49,0.183,0.287,4.4,18.4,11.1,31.8,1.6,0.5,12.5,27.5,1.3,1.5,2.8,0.08199999999999999,2.8,0.1,2.9,2.0
0.0,Christian Laettner\laettch01,4,29,DET,16,0,21.1,2.4,6.6,0.1,0.2,2.3,6.4,0.363,2.8,3.6,1.3,2.1,3.4,1.5,0.9,0.8,1.2,1.9,7.6,1999,337,14.6,0.462,0.027999999999999997,0.5379999999999999,7.6,12.0,9.8,12.4,2.5,2.9,12.7,21.2,0.2,0.5,0.7,0.10099999999999999,-1.6,1.4,-0.3,0.1
0.0,Raef LaFrentz\lafrera01,5,22,DEN,12,12,32.3,4.9,10.8,1.0,2.6,3.9,8.2,0.504,3.0,4.0,2.8,4.8,7.6,0.7,0.8,1.4,0.8,3.2,13.8,1999,387,18.9,0.5529999999999999,0.24,0.37200000000000005,9.5,17.9,13.6,3.8,1.2,3.1,5.7,18.6,1.1,0.1,1.2,0.14400000000000002,1.5,-1.7,-0.2,0.2
0.0,Andrew Lang\langan01,5,32,CHI,21,13,18.4,1.5,4.7,0.0,0.0,1.5,4.7,0.32299999999999995,0.8,1.1,1.6,2.9,4.4,0.6,0.2,0.6,0.8,2.0,3.8,1999,386,7.0,0.36700000000000005,0.0,0.23199999999999998,9.6,19.3,14.2,6.1,0.7,2.4,13.5,15.4,-0.5,0.3,-0.1,-0.017,-6.8,-0.1,-6.9,-0.5
0.0,Antonio Lang\langan02,4,26,CLE,10,0,6.5,0.4,0.6,0.0,0.0,0.4,0.6,0.667,0.5,0.9,0.6,1.0,1.6,0.1,0.2,0.1,0.4,1.3,1.3,1999,65,8.8,0.653,0.0,1.5,11.9,19.4,15.7,2.6,1.7,1.2,28.7,10.5,0.1,0.1,0.1,0.1,-2.9,-0.2,-3.1,0.0
0.0,Rusty LaRue\larueru01,1,25,CHI,43,6,17.0,1.8,5.0,0.7,2.1,1.1,3.0,0.429,0.4,0.4,0.2,1.1,1.3,1.5,0.8,0.1,0.8,1.5,4.7,1999,732,8.9,0.452,0.41,0.078,1.4,8.0,4.5,16.2,2.5,0.3,13.2,16.6,-0.3,0.5,0.3,0.016,-2.9,-1.4,-4.3,-0.4
0.0,Tim Legler\legleti01,2,32,WAS,30,0,12.6,1.7,3.8,0.5,1.2,1.2,2.7,0.504,0.1,0.2,0.3,1.1,1.3,0.7,0.1,0.1,0.5,1.4,4.0,1999,377,9.1,0.506,0.304,0.052000000000000005,2.4,10.1,6.2,9.3,0.6,0.6,10.6,16.1,0.2,0.1,0.3,0.04,-1.7,-2.3,-4.1,-0.2
0.0,Voshon Lenard\lenarvo01,2,25,MIA,12,2,15.8,2.6,6.6,1.0,2.9,1.6,3.7,0.46799999999999997,0.7,0.9,0.3,1.0,1.3,0.8,0.3,0.1,0.6,1.5,6.8,1999,190,12.0,0.489,0.44299999999999995,0.139,2.7,7.1,5.1,10.3,0.9,0.4,7.7,23.6,0.1,0.2,0.3,0.073,0.1,-3.5,-3.3,-0.1
0.0,Rashard Lewis\lewisra02,3,19,SEA,20,7,7.3,1.0,2.6,0.1,0.3,0.9,2.3,0.375,0.4,0.7,0.7,0.6,1.3,0.2,0.4,0.1,1.0,1.0,2.4,1999,145,4.5,0.40399999999999997,0.115,0.26899999999999996,10.2,9.7,9.9,4.6,3.0,0.5,25.6,24.4,-0.5,0.1,-0.4,-0.136,-7.8,-2.1,-9.9,-0.3
0.0,Randy Livingston\livinra01,1,23,PHO,1,0,22.0,5.0,8.0,0.0,0.0,5.0,8.0,0.625,2.0,2.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,12.0,1999,22,27.2,0.6759999999999999,0.0,0.25,0.0,10.8,5.3,26.3,4.8,0.0,10.1,20.7,0.1,0.0,0.1,0.275,3.9,-0.7,3.2,0.0
0.0,Grant Long\longgr01,4,32,ATL,50,13,27.6,3.0,7.2,0.1,0.4,3.0,6.8,0.425,3.7,4.7,2.0,3.9,5.9,1.1,1.1,0.3,1.5,2.9,9.8,1999,1380,15.6,0.529,0.05,0.655,8.6,16.5,12.6,7.3,2.3,0.9,13.8,18.3,2.3,2.6,4.9,0.17,0.1,2.0,2.1,1.4
0.0,Luc Longley\longllu01,5,30,PHO,39,39,23.9,3.6,7.4,0.0,0.0,3.6,7.4,0.483,1.5,1.9,1.5,4.2,5.7,1.2,0.6,0.5,1.4,3.1,8.7,1999,933,13.5,0.524,0.0,0.262,7.2,20.6,13.8,8.1,1.3,1.7,14.1,18.6,0.8,1.0,1.8,0.092,-2.4,-0.1,-2.4,-0.1
0.0,Felipe Lopez\lopezfe01,2,24,VAN,47,32,25.9,3.6,8.1,0.3,0.9,3.3,7.1,0.462,1.9,2.9,1.5,2.1,3.5,1.3,1.0,0.3,1.7,2.7,9.3,1999,1218,11.8,0.498,0.11599999999999999,0.35600000000000004,6.6,9.5,8.0,9.5,2.2,0.9,15.8,19.6,0.3,0.2,0.5,0.021,-1.4,-1.1,-2.5,-0.2
0.0,Tyronn Lue\luety01,1,21,LAL,15,0,12.5,1.9,4.3,0.5,1.1,1.4,3.3,0.485,0.8,1.4,0.1,0.3,0.4,1.7,0.3,0.0,0.7,1.9,5.0,1999,188,11.2,0.505,0.24600000000000002,0.32299999999999995,1.3,2.4,1.9,21.6,1.4,0.0,12.9,20.4,0.2,0.0,0.2,0.062,-0.6,-5.1,-5.7,-0.2
0.0,George Lynch\lynchge01,3,28,PHI,43,43,30.6,3.4,8.1,0.2,0.5,3.2,7.6,0.434,1.2,2.0,2.6,3.9,6.5,1.8,2.0,0.5,1.8,3.3,8.3,1999,1315,12.8,0.461,0.066,0.24100000000000002,9.5,15.3,12.3,10.1,3.5,1.3,17.0,16.0,0.1,2.5,2.6,0.096,-1.0,3.1,2.1,1.4
0.0,Sam Mack\macksa01,3,28,TOT,44,15,24.6,3.8,8.7,2.0,5.0,1.8,3.8,0.5479999999999999,1.2,1.3,0.3,1.8,2.2,1.3,0.8,0.1,0.8,2.1,10.7,1999,1083,15.4,0.5760000000000001,0.57,0.151,1.6,8.6,5.1,9.3,1.7,0.3,7.5,19.0,2.6,0.3,2.8,0.126,2.9,-2.8,0.0,0.6
0.0,Don MacLean\macledo01,4,29,SEA,17,10,21.5,3.7,9.4,0.5,1.9,3.2,7.4,0.425,2.9,4.7,1.1,2.8,3.8,0.9,0.3,0.3,1.5,2.0,10.9,1999,365,13.4,0.47600000000000003,0.20800000000000002,0.503,5.6,15.0,10.3,7.9,0.7,1.0,11.4,27.2,0.1,0.1,0.2,0.032,-2.6,-4.1,-6.7,-0.4
0.0,Mark Macon\maconma01,2,29,DET,7,3,9.9,0.6,2.9,0.1,0.4,0.4,2.4,0.225,0.0,0.0,0.4,0.3,0.7,0.6,0.7,0.1,0.9,0.9,1.3,1999,69,-0.4,0.225,0.15,0.0,5.3,3.6,4.4,9.2,4.0,1.2,23.1,17.9,-0.3,0.1,-0.2,-0.162,-8.6,1.1,-7.5,-0.1
0.0,Rick Mahorn\mahorri01,4,40,PHI,16,0,7.9,0.3,1.1,0.0,0.0,0.3,1.1,0.278,0.2,0.5,0.4,1.0,1.4,0.1,0.3,0.1,0.4,1.4,0.8,1999,127,1.5,0.302,0.0,0.444,6.3,15.0,10.5,2.5,2.1,0.6,21.8,9.8,-0.2,0.2,0.0,-0.013999999999999999,-7.1,0.7,-6.5,-0.1
0.0,Dan Majerle\majerda01,2,33,MIA,48,48,33.8,2.5,6.2,1.4,4.2,1.0,2.0,0.51,0.7,1.0,0.4,3.9,4.3,3.1,0.8,0.1,1.1,2.1,7.0,1999,1624,10.2,0.529,0.6809999999999999,0.154,1.7,13.0,7.7,15.4,1.3,0.3,14.7,11.4,1.6,1.9,3.5,0.10300000000000001,0.9,1.0,1.9,1.6
1.0,Karl Malone*\malonka01,4,35,UTA,49,49,37.4,8.0,16.3,0.0,0.0,8.0,16.2,0.493,7.7,9.8,2.2,7.3,9.4,4.1,1.3,0.6,3.3,2.7,23.8,1999,1832,25.6,0.5770000000000001,0.001,0.602,7.7,22.1,15.4,23.0,1.9,1.2,13.8,30.5,6.2,3.4,9.6,0.252,4.5,2.3,6.8,4.1
0.0,Matt Maloney\malonma01,1,27,HOU,15,7,12.4,0.3,1.9,0.1,1.0,0.3,0.9,0.196,0.7,0.7,0.1,0.5,0.7,1.4,0.3,0.0,0.9,0.5,1.4,1999,186,2.2,0.32,0.536,0.39299999999999996,1.3,4.7,3.1,16.1,1.2,0.0,29.9,11.8,-0.4,0.0,-0.3,-0.083,-6.3,-2.3,-8.5,-0.3
0.0,Danny Manning\mannida01,4,32,PHO,50,5,23.7,3.7,7.7,0.0,0.2,3.7,7.5,0.486,1.6,2.2,1.2,3.1,4.4,2.3,0.7,0.8,1.4,2.6,9.1,1999,1184,15.4,0.52,0.023,0.29,6.0,15.7,10.8,16.2,1.6,2.4,13.7,19.7,1.4,1.2,2.6,0.10400000000000001,-0.8,0.7,-0.1,0.6
0.0,Stephon Marbury\marbust01,1,21,TOT,49,49,38.7,7.7,18.0,1.3,4.0,6.4,14.0,0.465,4.5,5.7,0.8,2.1,2.9,8.9,1.2,0.2,3.3,2.6,21.3,1999,1895,20.8,0.519,0.223,0.315,2.0,6.6,4.2,44.0,1.6,0.3,14.0,27.2,4.5,0.8,5.3,0.134,5.1,-3.3,1.8,1.8
0.0,Sean Marks\marksse01,4,23,TOR,8,0,3.5,0.6,1.0,0.0,0.0,0.6,1.0,0.625,0.1,0.3,0.0,0.1,0.1,0.0,0.1,0.0,0.4,0.4,1.4,1999,28,7.8,0.619,0.0,0.25,0.0,4.2,2.1,0.0,1.9,0.0,25.3,19.2,0.0,0.0,0.0,-0.036000000000000004,-5.7,-4.6,-10.3,-0.1
0.0,Donyell Marshall\marshdo01,3,25,GSW,48,20,26.0,4.3,10.3,0.5,1.5,3.8,8.8,0.447,1.8,2.5,2.4,4.7,7.1,1.4,1.0,0.8,1.7,2.6,11.0,1999,1250,16.9,0.484,0.146,0.245,9.6,19.9,14.6,9.7,2.0,2.2,12.8,22.3,1.1,2.0,3.0,0.11699999999999999,-0.4,1.6,1.2,1.0
0.0,Darrick Martin\martida01,1,27,LAC,37,25,25.4,2.8,7.5,0.8,2.9,1.9,4.6,0.423,1.6,2.1,0.1,1.2,1.3,3.9,1.2,0.1,1.8,2.2,8.0,1999,941,11.6,0.475,0.381,0.273,0.6,5.7,3.0,25.6,2.5,0.3,17.7,18.3,0.4,-0.2,0.2,0.01,-0.3,-3.3,-3.7,-0.4
0.0,Jamal Mashburn\mashbja01,3,26,MIA,24,23,35.6,5.6,12.4,0.5,1.3,5.0,11.1,0.473,3.1,4.3,1.0,5.1,6.1,3.1,0.8,0.1,2.5,2.4,14.8,1999,855,15.1,0.519,0.10099999999999999,0.35,3.7,16.1,10.3,17.0,1.3,0.3,14.9,23.3,0.7,1.1,1.8,0.10400000000000001,-0.3,0.3,0.0,0.4
0.0,Tony Massenburg\masseto01,4,31,VAN,43,35,26.6,4.4,9.0,0.0,0.0,4.4,9.0,0.48700000000000004,2.4,3.6,1.9,4.0,6.0,0.5,0.6,0.9,1.5,2.5,11.2,1999,1143,15.9,0.527,0.005,0.39899999999999997,8.4,18.2,13.2,4.0,1.2,2.5,12.3,20.9,1.3,0.5,1.8,0.076,-2.0,-1.8,-3.8,-0.5
0.0,Vernon Maxwell\maxweve01,2,33,SAC,46,1,21.9,3.6,9.2,1.7,5.0,1.8,4.1,0.485,1.8,2.5,0.3,1.6,1.8,1.7,0.7,0.1,1.5,2.4,10.7,1999,1007,12.6,0.522,0.5489999999999999,0.271,1.4,7.5,4.5,12.1,1.5,0.2,12.4,22.8,1.1,0.5,1.6,0.07400000000000001,0.8,-3.1,-2.3,-0.1
0.0,Lee Mayberry\maybele01,1,28,VAN,9,0,14.0,0.8,2.1,0.2,1.1,0.6,1.0,0.42100000000000004,0.4,0.6,0.0,0.3,0.3,2.6,0.8,0.0,1.2,1.4,2.2,1999,126,7.2,0.47200000000000003,0.526,0.263,0.0,2.9,1.4,29.5,3.0,0.0,34.2,11.7,-0.1,0.0,-0.1,-0.028999999999999998,-4.7,-4.8,-9.5,-0.2
0.0,Kelly McCarty\mccarke01,2,23,DEN,2,0,2.0,1.0,1.5,0.0,0.0,1.0,1.5,0.667,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,1.0,0.0,2.0,1999,4,31.7,0.667,0.0,0.0,56.0,29.9,43.3,0.0,0.0,0.0,40.0,56.6,0.0,0.0,0.0,-0.23800000000000002,-7.2,-17.5,-24.8,0.0
0.0,Walter McCarty\mccarwa01,4,24,BOS,32,4,20.6,2.0,5.5,0.4,1.6,1.6,4.0,0.39799999999999996,1.3,1.8,1.1,2.5,3.6,1.3,0.8,0.4,1.3,2.8,5.7,1999,659,8.9,0.44799999999999995,0.282,0.322,6.0,13.9,9.8,9.3,1.9,1.4,16.5,16.4,-0.2,0.7,0.5,0.035,-2.8,0.1,-2.7,-0.1
0.0,George McCloud\mccloge01,3,31,PHO,48,16,25.9,3.0,6.8,1.4,3.5,1.5,3.3,0.545,1.6,1.8,0.7,2.7,3.4,1.6,0.9,0.3,1.0,2.7,8.9,1999,1245,13.6,0.591,0.512,0.26899999999999996,3.1,12.2,7.6,10.0,1.9,0.9,11.9,15.3,2.3,1.0,3.3,0.127,1.6,-0.5,1.2,1.0
